Symbol,Issue_Name,Primary_Listing_Mkt
SAGD,South American Gold Corp. Common Stock,U
SAGE,"Sage Therapeutics, Inc. Common Stock",NASDAQ
SAGGF,Sterling Metals Corp Common Shares,U
SAGKF,Stagecoach Group Plc Ords Ordinary Shares (UK),U
SAH,"Sonic Automotive, Inc.",NYSE
SAHAF,SAHA PATHANAPIBUL PUBLIC CO LTD UNITS NON -VOTING DEPOSITORY RECEIPT (Thailand),U
SAHN,"Saudi American Holdings, Corp. Common Stock",U
SAHRF,Sahara Energy Ltd Ordinary Shares,U
SAIA,"Saia, Inc. Common Stock",NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NYSE
SAIDF,Fidelity Minerals Corp Common Shares,U
SAII,Software Acquisition Group Inc. II Class A Common Stock,NASDAQ
SAIIU,Software Acquisition Group Inc. II Unit,NASDAQ
SAIIW,Software Acquisition Group Inc. II Warrant,NASDAQ
SAIL,"SailPoint Technologies Holdings, Inc. Common Stock",NYSE
SAK,Saratoga Investment Corp. 7.25% Notes due 2025,NYSE
SAKH,Sakha Enterprises Corp. Common Stock,U
SAKL,"Sack Lunch Productions, Inc. Common Stock",U
SAL,"Salisbury Bancorp, Inc. Common Stock",NASDAQ
SALDF,Salamander Energy PLC  Ordinary shares (United Kingdom),U
SALM,"Salem Media Group, Inc. Class A Common Stock",NASDAQ
SALN,Salon City Inc. Common Stock,U
SALRF,Salmar ASA Ordinary Shares (Norway),U
SALRY,Salmar ASA Unsponsored ADR (Norway),U
SAM,Boston Beer Company,NYSE
SAMAU,Schultze Special Purpose Acquisition Corp. II Units,NASDAQ
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,NASDAQ
SAML,"Samsara Luggage, Inc. Common Stock",U
SAMMF,Sama Resources Inc./Ressources Sama Inc Ordinary Shares (Canada),U
SAMOF,Sangoma Technologies Corporation Ordinary Shares,U
SAMZF,Samui Airport Property Fund Units (Thailand),U
SAN,Banco Santander S.A.,NYSE
SANA,"Sana Biotechnology, Inc. Common Stock",NASDAQ
SAND,Sandstorm Gold Ltd,NYSE
SANJF,SANKEN ELECTRIC CO LTD Ordinary Shares (Japan),U
SANM,Sanmina Corporation Common Stock,NASDAQ
SANP,Santo Mining Corp.  Common Stock,U
SANT,"Santeon Group, Inc.  Common Stock",U
SANW,S&W Seed Company Common Stock (NV),NASDAQ
SAOGF,Seria Co Ltd Ogaki Ordinary Shares (Japan),U
SAP,SAP SE,NYSE
SAPGF,Sap SE Ordinary Shares (Germany Federal Republic),U
SAPIF,Saputo Inc Ordinary Shares,U
SAPLF,Sylvania Platinum Limited Ordinary Shares (Bermuda),U
SAPMF,Saipem Spa San Donato Milanese Ordinary Shares,U
SAPMY,Saipem Spa San Donato Milanese American Depositary Receipts - Unsponsored,U
SAPX,"Seven Arts Entertainment, Inc. Common stock (NV)",U
SAR,SARATOGA INVESTMENT CORP. NEW,NYSE
SARCF,SARASELECT NAMEN -ANTEILE (Switzerland),U
SARDF,SANFORD LTD O N (New Zealand),U
SARDY,Sanford Ltd Unsponsored ADR (New Zealand),U
SAREF,Sabre Resources Ltd Ordinary Shares (Austrailia),U
SARSF,Canada House Wellness Group Inc. Ordinary Shares,U
SARTF,Sartorius Ag Ordinary Shares,U
SASDF,SAS AB Stockholm Ordinary Shares (Sweden),U
SASDY,SAS AB Unsponsored ADR (Sweden),U
SASEF,Sas Dragon Hldgs Ltd Ordinary Shares (Bermuda),U
SASOF,Sasol Ltd. Ordinary Shares,U
SASR,"Sandy Spring Bancorp, Inc. Common Stock",NASDAQ
SATLF,Zozo Inc Ordinary Shares,U
SATOF,Sato Holdings Corp Ordinary Shares (Japan),U
SATS,EchoStar Corporation Common Stock,NASDAQ
SAUHF,Straumann Holding Ag Namen AKT (Switzerland),U
SAUHY,Straumann Holding Ag Unsponsored ADR (Switzerland),U
SAUKF,Steel Authority Of India Ltd Reg S GDR (India),U
SAUNF,Ausnet Services Stapled Security (Australia),U
SAVA,"Cassava Sciences, Inc. Common Stock",NASDAQ
SAVE,"Spirit Airlines, Inc.",NYSE
SAVNF,SAVANNAH RESOURCES PLC Ordinary Shares,U
SAVW,"SavWatt USA, Inc. Common Stock",U
SAWLF,SHAWCOR LTD Ordinary Shares,U
SAXJY,Sa Sa International Holdings Ltd Unsponsored ADR (Cayman Islands),U
SAXPF,Sampo OYJ Shs A (Finland),U
SAXPY,Sampo OYJ Unsponsored ADR representing A shares (Finland),U
SAYC,"China Shianyun Group Corp., Ltd. Common Stock",U
SAYFF,3 Sixty Risk Solutions Ltd Common Shares,U
SB,"Safe Bulkers, Inc.",NYSE
SB PRC,"SAFE BULKERS, INC. 8.00%  SER C",NYSE
SB PRD,"Safe Bulkers, Inc. 8.00% Series D",NYSE
SBAC,SBA Communications Corporation Class A Common Stock,NASDAQ
SBAGY,Strabag Se-Br Unsponsored ADR (Austria),U
SBAY,"Subaye, Inc.  Common Stock",U
SBB,ProShares Short SmallCap600,ARCA
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,NYSE
SBBG,"Seibels Bruce Group, Inc. (The) Common Stock",U
SBBI,"S.B.C.P. Bancorp, Inc. Common Stock",U
SBBP,Strongbridge Biopharma plc Ordinary Shares,NASDAQ
SBBSF,Sabana Shariah Compliant Industrial Real Estate Investment Trust Ordinary Shares (Singapore),U
SBBTF,Schibsted  ASA Ordinary Shares B (Norway),U
SBCF,Seacoast Banking Corporation of Florida Common Stock,NASDAQ
SBDCF,SBD Capital Corp Common Shares,U
SBDG,"Small Business Development Group, Inc. Common Stock",U
SBDKP,Stanley Black & Decker Inc. 4.75% Perp Cum Convertible Pfd Series B,U
SBEA,SilverBox Engaged Merger Corp I Class A Common Stock,NASDAQ
SBEAU,SilverBox Engaged Merger Corp I Units,NASDAQ
SBEAW,SilverBox Engaged Merger Corp I Warrant,NASDAQ
SBES,"South Beach Spirits, Inc. Common Stock",U
SBEV,"Splash Beverage Group, Inc.",AMEX
SBEV WS,"Splash Beverage Group, Inc. Warrants to purchase one whole share of Common Stock at an exercise pric",AMEX
SBFFF,SBM Offshore Nv Ordinary Shares (Netherlands),U
SBFFY,SBM Offshore Nv Unsponsored ADR (Netherlands),U
SBFG,"SB Financial Group, Inc. Common Stock",NASDAQ
SBFM,Sunshine Biopharma Inc. Common Stock,U
SBG,Sandbridge Acquisition Corporation,NYSE
SBG U,"Sandbridge Acquisition Corporation Units, each consisting of one share of Class A Common Stock and o",NYSE
SBG WS,"Sandbridge Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A",NYSE
SBGI,"Sinclair Broadcast Group, Inc. Class A Common Stock",NASDAQ
SBGOF,"Standard Bank Group, Ltd. Ordinary Shares (South Africa)",U
SBGSF,Schneider Electric Sa Ordinary Shares (France),U
SBGSY,Schneider Electric SE Unsponsored ADR (France),U
SBH,"Sally Beauty Holdings, Inc.",NYSE
SBHGF,SBI Holdings Inc Ordinary Shares,U
SBHMY,Sino Biopharmaceutical American Depositary Receipts (Unsponsored)(Caymand Islands),U
SBI,"Western Asset Intermediate Muni Fund, Inc.",NYSE
SBIGY,SABRE INS GROUP PLC American Depositary Receipts - Unsponsored  United Kingdom(GB ),U
SBII,Sandbridge X2 Corp.,NYSE
SBII U,"Sandbridge X2 Corp. Units, each consisting of one share of Class A common stock and one-third of one",NYSE
SBII WS,"Sandbridge X2 Corp. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Com",NYSE
SBIMF,INVESCO MKTS PLC NASDAQ BIOTECHNOLOGY UCITS ETF (Ireland),U
SBIO,ALPS Medical Breakthroughs ETF,ARCA
SBIZF,"Symbio Pharmaceuticals Limited, Tokyo Ordinary Shares (Japan)",U
SBKFF,State Bank Of India Global Depositary Shares Reg S (India),U
SBKK,"Suncrest Bank (Visalia, CA) Common Stock",U
SBKO,"Summit Bank Group, Inc.  Common Stock",U
SBKT,Sumner Bank and Trust Common Stock,U
SBLK,Star Bulk Carriers Corp. Common Shares,NASDAQ
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,NASDAQ
SBLRF,Sable Resources Ltd Ordinary Shares,U
SBLUY,STABILUS S A American Depositary Receipts - Unsponsored Luxembourg(LU ),U
SBM,ProShares Short Basic Materials,ARCA
SBMFF,Sino Biopharmaceutical Ordinary Shares (Cayman Islands),U
SBMIF,Stratabound Minerals Corp Common Shares,U
SBMSF,DANAKALI LTD  Ordinary Shares,U
SBNC,Southern Bancshares N C Inc Common Stock,U
SBNCM,Southern Bancshares N C Inc Preferred Stock,U
SBNCN,Southern Bancshares N C Inc Preferred Stock,U
SBNY,Signature Bank Common Stock,NASDAQ
SBNYP,"Signature Bank Depositary shares, each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock",NASDAQ
SBOEF,Schoeller Bleckman Oilfld Eqpm Ordinary Shares,U
SBOEY,Schoeller Bleckman Oilfld Eqpm Unsponsored ADR (Austria),U
SBOW,"SilverBow Resources, Inc.",NYSE
SBOX,"Superbox, Inc. Common Stock",U
SBR,Sabine Royalty Trust,NYSE
SBRA,"Sabra Health Care REIT, Inc. Common Stock",NASDAQ
SBRCY,Sberbank  Russia Sponsored American Depository Receipt (Russia),U
SBRKF,Sparebank 1 Sr Bk ASA  Ordinary Shares,U
SBS,COMPANHIA DE SANEAMENTO B SICO DO ESTADO DE SAO PAULO-SABESP ADS'S,NYSE
SBSAA,"Spanish Broadcasting System, Inc. Class A Common Stock",U
SBSI,"Southside Bancshares, Inc. Common Stock",NASDAQ
SBSNF,Schibsted  (F) Ordinary Shares,U
SBSNY,Schibsted  ASA Unsponsored ADR (Norway),U
SBSOF,SBS Holdings Ltd Tokyo SHS (Japan),U
SBSTF,SBS TRANSIT LTD Ordinary Shares,U
SBSW,"Sibanye-Stillwater American Depositary Shares, each representing four ordinary shares",NYSE
SBT,"Sterling Bancorp, Inc. Common Stock",NASDAQ
SBTX,"Silverback Therapeutics, Inc. Common Stock",NASDAQ
SBUDF,Sugarbud Craft Growers Corp Ordinary Shares,U
SBUG,iPath Silver ETN,ARCA
SBUM,Silver Buckle Mines Inc Common Stock,U
SBUX,Starbucks Corporation Common Stock,NASDAQ
SBVTF,Sabvest Cap Ltd Ordinary Shares (South Africa),U
SBWFF,CORNISH METALS INC Ordinary Shares,U
SBYSF,SIBANYE STILLWATER LTD Ordinary Shares,U
SC,SANTANDER CONSUMER USA HOLDINGS INC,NYSE
SCABY,Svenska Cellulosa Aktiebolaget SCA American Depositary Receipts - Unsponsored,U
SCAL,Stem Cell Authority Ltd. Common Stock,U
SCANF,Scandi STD AB Ordinary Shares (Sweden),U
SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,NASDAQ
SCAQU,Stratim Cloud Acquisition Corp. Unit,NASDAQ
SCAQW,Stratim Cloud Acquisition Corp. Warrant,NASDAQ
SCAXF,Sparta Cap Ltd Common Shares,U
SCBFF,Standard Chartered Plc Ordinary Shares,U
SCBFY,Standard Chartered PLC Unsponsored ADR (United Kingdom),U
SCBGF,SIG COMBIBLOC GROUP AG NAMEN AKT (Switzerland),U
SCBS,"Southern Community Bancshares, Inc. Common Stock",U
SCBZ,Scoobeez Global Inc. Common Stock,U
SCC,ProShares UltraShort Consumer Services,ARCA
SCCAF,Sleep Country Canada Holdings Inc. Ordinary Shares (Canada),U
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,AMEX
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,AMEX
SCCCF,Sunac China Holdings Limited Ordinary Shares (Cayman Islands),U
SCCFF,Strategic Resources Inc Common Shares,U
SCCO,Southern Copper Corporation,NYSE
SCCRF,ALSET CAP INC Ordinary Shares,U
SCCTY,Scout24 American Depositary Receipts - Unsponsored (Germany),U
SCD,"LMP Capital and Income Fund, Inc.",NYSE
SCDA,B- Scada Inc. Common Stock,U
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN,ARCA
SCE PRG,SCE TRUST II 5.10% Trust Preference Securities,NYSE
SCE PRH,SCE TRUST III 5.75% Fixed-to-Floating Rate Trust Preference Securities of SCE Trust III,NYSE
SCE PRJ,SCE TRUST IV 5.375% Fixed-to-Floating Rate Trust Preference Securities,NYSE
SCE PRK,SCE TRUST V,NYSE
SCE PRL,SCE TRUST VI 5.00% Trust Preference Securities,NYSE
SCEDF,Scholar Ed Group Ordinary Shares (Cayman Islands),U
SCEYF,SOURCE ENERGY SERVICES LTD Ordinary Shares,U
SCFFF,Spot Coffee Ltd Ordinary Shares (Canada),U
SCFLF,SCHAEFFLER AG Schaeffler Ag Inh.Vzo (Germany),U
SCFR,Security First International Holdings Inc. Common Stock,U
SCGEY,SHOUCHENG HLDGS LTD American Depositary Receipts - Unsponsored,U
SCGHF,Suncity Group Holdings Ltd Ordinary Shares (Cayman Islands),U
SCGLF,Societe Generale Ordinary Shares,U
SCGLY,Societe Generale France Sponsored ADR (France),U
SCGPY,Serco Group plc American Depositary Receipts - Sponsored (United Kingdom),U
SCGRF,SECOS GROUP LTD Ordinary Shares,U
SCGX,Saxon Capital Group Inc. Common Stock,U
SCGY,"Scientific Energy, Inc. Common Stock",U
SCHA,Schwab U.S Small- Cap ETF,ARCA
SCHB,Schwab U.S. Broad Market ETF,ARCA
SCHC,Schwab International Small-Cap Equity ETF,ARCA
SCHD,Schwab US Dividend Equity ETF,ARCA
SCHE,Schwab Emerging Markets Equity ETF,ARCA
SCHF,Schwab International Equity ETF,ARCA
SCHG,Schwab U.S. Large-Cap Growth ETF,ARCA
SCHH,Schwab U.S. REIT ETF,ARCA
SCHI,Schwab 5-10 Year Corporate Bond ETF,ARCA
SCHJ,Schwab 1-5 Year Corporate Bond ETF,ARCA
SCHK,Schwab 1000 Index ETF,ARCA
SCHL,Scholastic Corporation Common Stock,NASDAQ
SCHM,Schwab U.S. Mid-Cap ETF,ARCA
SCHN,"Schnitzer Steel Industries, Inc. Class A Common Stock",NASDAQ
SCHO,Schwab Short-Term U.S. Treasury ETF,ARCA
SCHP,Schwab U.S. TIPS ETF,ARCA
SCHQ,Schwab Long-Term U.S. Treasury ETF,ARCA
SCHR,Schwab Intermediately-Term U.S. Treasury ETF,ARCA
SCHV,Schwab U.S. Large-Cap Value ETF,ARCA
SCHW,The Charles Schwab Corporation,NYSE
SCHW PRD,Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% N,NYSE
SCHW PRJ,"The Charles Schwab Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of",NYSE
SCHX,Schwab U.S. Large- Cap ETF,ARCA
SCHY,Schwab International Dividend Equity ETF,ARCA
SCHYF,Sands China Ltd Shs (Cayman Islands),U
SCHYY,Sands China Ltd Unsponsored ADR (Cayman Islands),U
SCHZ,Schwab US Aggregate Bond ETF,ARCA
SCI,Service Corporation International,NYSE
SCIA,"SCI Engineered Materials, Inc. Common Stock",U
SCIE,SpectraScience Inc Common Stock New,U
SCIXF,Suny Cellular Communication Ltd. Ordinary Shares,U
SCJ,iShares MSCI Japan Small-Cap ETF,ARCA
SCKT,"Socket Mobile, Inc. Common Stock",NASDAQ
SCL,Stepan Co.,NYSE
SCLE,Broadscale Acquisition Corp. Class A common stock,NASDAQ
SCLEU,Broadscale Acquisition Corp. Units,NASDAQ
SCLEW,Broadscale Acquisition Corp. Warrant,NASDAQ
SCLZF,Scales Corp TLD Ordinary Shares (New Zealand),U
SCM,STELLUS CAPITAL INVESTMENT CORPORATION,NYSE
SCMWY,Swisscom AG Common Stock,U
SCNA,Smart Cannabis Corp. Common Stock,U
SCND,"Scientific Industries, Inc. Common Stock",U
SCNFF,Scanfil OYJ Ordinary Shares (Finland),U
SCNG,SC Holdings Corporation Common Stock,U
SCNLF,Scancell Holdings PLC Ordinary Shares (Great Britain),U
SCNNF,SATIVA WELLNESS GROUP INC Common Shares,U
SCNPF,Shandong Chenming Paper Holdings Ltd SHS (China),U
SCNTQ,"Scient, Inc. Common Stock",U
SCO,ProShares UltraShort Bloomberg Crude Oil,ARCA
SCOA,ScION Tech Growth I Class A Ordinary Shares,NASDAQ
SCOAU,ScION Tech Growth I Unit,NASDAQ
SCOAW,ScION Tech Growth I Warrant,NASDAQ
SCOB,ScION Tech Growth II Class A Ordinary Shares,NASDAQ
SCOBU,ScION Tech Growth II Units,NASDAQ
SCOBW,ScION Tech Growth II Warrants,NASDAQ
SCON,Superconductor Technologies Inc. Common Stock,U
SCOO,"School Specialty, Inc. Com",U
SCOR,"comScore, Inc. Common Stock",NASDAQ
SCOTF,Scout24 AG Ordinary Shares (Germany),U
SCPAF,Shopping Centres Australasia Property Group Stapled Security (Australia),U
SCPE,SC Health Corporation,NYSE
SCPE U,"SC Health Corporation Units, each consisting of one Class A ordinary share, $0.0001 par value, and o",NYSE
SCPE WS,"SC Health Corporation Warrants, each whole warrant exercisable for one Class A ordinary share at an",NYSE
SCPH,scPharmaceuticals Inc. Common Stock,NASDAQ
SCPJ,Scope Industries Common Stock,U
SCPKF,7C SOLARPARKEN AG O N (Germany),U
SCPL,SciPlay Corporation Class A Common Stock,NASDAQ
SCPPF,S4 Capital PLC Shs (United Kingdom),U
SCPS,Scopus BioPharma Inc. Common Stock,NASDAQ
SCPT,"Sports Concepts, Inc. Common Stock (Nevada)",U
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,NASDAQ
SCRCQ,ScripsAmerica Inc Common Stock,U
SCRH,Scores Holding Company Inc. Common Stock,U
SCRPF,Sembcorp Industries Limited Ordinary Shares,U
SCRRF,SCHRODER REAL RETURN FUND TRADING MANAGED FUND UNITS FULLY PAID Australia(AU ),U
SCRSF,SCREENPRO SEC INC COM (Canada),U
SCRYY,SCOR S.A. American Depositary Shares,U
SCS,"Steelcase, Inc.",NYSE
SCSC,"ScanSource, Inc. Common Stock",NASDAQ
SCSG,"SouthCrest Financial Group, Inc. Common Stock",U
SCSHF,Scottish Oriental Smaller Companies Trust Plc Shs (United Kingdom),U
SCSKF,SCSK Corp Ordinary Shares (Japan),U
SCSYF,SSH Communications Security OYJ SHS (Finland),U
SCTBF,Securitas A B Ordinary Shares SHS-B-,U
SCTBY,Securitas A B Unsponsored ADR representing B Shares (Sweden),U
SCTC,SCOUTCAM INC Common Stock,U
SCTH,SECURETECH INNOVATIONS INC COM,U
SCTN,Schimatic Technologies Inc Common Stock,U
SCTQ,SPECTRA SYS CORP Common Stock,U
SCTSF,SCOTTIE RES CORP Common Shares Canada(CA ),U
SCTTF,SCOTT TECHNOLOGY LIMITED (New Zealand),U
SCTY,Monitronics International Inc Common Stock,U
SCU,"Sculptor Capital Management, Inc. Class A Common Stock",NYSE
SCUPF,AEGIS BRANDS INC Common Shares,U
SCVFF,Scotch Creek Ventures Inc. Common Stock (Canada),U
SCVL,"Shoe Carnival, Inc. Common Stock",NASDAQ
SCVPF,Siam Cement Public Co Ltd Fgn Ordinary Shares,U
SCVPY,Siam Cement Public Co Limited Unsponsored ADR (Thailand),U
SCVUF,Siam Cement Public Co Ltd Fgn Units Non Voting Depository Receipt,U
SCVX,SCVX Corp.,NYSE
SCVX U,"SCVX Corp. Units, each consisting of one Class A ordinary share, $0.0001 par value per share, and on",NYSE
SCVX WS,SCVX Corp.,NYSE
SCWTF,Schweiter Technologies Ag Horgen Ordinary Shares (Switzerland),U
SCWX,SecureWorks Corp. Class A Common Stock,NASDAQ
SCX,The L.S. Starrett Company,NYSE
SCXLB,L.S. Starrett Company (The) Class B Common Stock,U
SCYT,"Security Bancorp, Inc. (TN) Common Stock",U
SCYX,"SCYNEXIS, Inc. Common Stock",NASDAQ
SCYYF,Scandium International Mining Corp.  Common Shares,U
SCZ,iShares MSCI EAFE Small-Cap ETF,NASDAQ
SCZC,Santa Cruz County Bank (CA) Common Stock,U
SCZZY,SOCIETA CATTOLICA DI ASSICURAZIONI - SOCIETA COOPERATIVA American Depositary Receipts - Unsponsored  Italy(IT ),U
SD,"SandRidge Energy, Inc.",NYSE
SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock,NASDAQ
SDACU,Sustainable Development Acquisition I Corp. Unit,NASDAQ
SDACW,Sustainable Development Acquisition I Corp. Warrant,NASDAQ
SDAD,S H Res & Dev Corp Common Stock,U
SDC,"SmileDirectClub, Inc. Class A Common Stock",NASDAQ
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,ARCA
SDCKF,Sodick Co Ltd Ordinary Shares,U
SDCVF,"Sa des Ciments Vicat Vicat, SHS (France)",U
SDD,ProShares UltraShort SmallCap600,ARCA
SDDFF,TERNIUM ARGENTINA S A Ordinary Shares,U
SDDMF,Sociedad Minera El Brocal SAA (Peru),U
SDEC,SMART DECISION INC Common Stock Wyoming,U
SDEF,Sound Enhanced Fixed Income ETF,ARCA
SDEI,Sound Equity Income ETF,ARCA
SDEM,Global X MSCI SuperDividend Emerging Markets ETF,ARCA
SDG,iShares Trust iShares MSCI Global Impact ETF,NASDAQ
SDGA,Impact Shares Sustainable Development Goals Global Equity ETF,ARCA
SDGB,SSNB Inc Common Stock (Ohio),U
SDGCF,Sundrug Co Ltd Ordinary Shares (Japan),U
SDGMF,"SHANDONG GOLD-MNG CO LTD, SD GOLD REGISTERED SHARES H 01787 (China)",U
SDGR,"Schrodinger, Inc. Common Stock",NASDAQ
SDH,"Global Internet of People, Inc. Ordinary Shares",NASDAQ
SDHY,PGIM Short Duration High Yield Opportunities Fund,NYSE
SDIIF,"Scientific Digital Imaging PLC, Cambridge Ordinary Shares (United Kingdom)",U
SDIPF,FRASERS GROUP PLC Ordinary Shares,U
SDIV,Global X SuperDividend ETF,ARCA
SDLDF,"SDI, Ltd. Ordinary Shares (Australia)",U
SDMHF,"Sartorius Stedim Biotech, Aubagne Ordinary Shares",U
SDNI,Scandia Inc Common Stock NEW,U
SDNSF,Sumitomo Densetsu Co Ltd Ordinary Shares (Japan),U
SDNVY,Siderurgica Venezolana Sivensa American Depositary Receipt representing common shares,U
SDOG,ALPS Sector Dividend Dogs ETF,ARCA
SDON,Sandston Corporation Common Stock,U
SDOSF,Scandidos AB Ordinary Shares (Sweden),U
SDOW,ProShares UltraPro Short Dow 30,ARCA
SDP,ProShares UltraShort Utilities,ARCA
SDPI,Superior Drilling Products Inc.,AMEX
SDPNF,Sime Darby Plantation Berhad Ordinary Shares (Malaysia),U
SDRC,Sidney Resources Corporation,U
SDRDW,Sandridge Energy Inc. Warrant Series B Exp 10/04/2022,U
SDRLF,Seadrill Limited Common Stock,U
SDRWW,Sandridge Energy Inc. Warrant Series A Exp 10/04/2022,U
SDS,ProShares UltraShort S&P500,ARCA
SDSS,Suspect Detection Systems Inc. Common Stock,U
SDSYA,"South Dakota Soybean Processors, LLC CAP UNIT CL A",U
SDTTU,SANDRIDGE MISSISSIPPIAN TR I Unit,U
SDURF,Stroud Resources Ltd Ordinary Shares,U
SDVI,"Signature Devices, Inc. Common Stock",U
SDVKF,Sandvik Ab Shs A Sek 6 Ordinary Shares,U
SDVKY,Sandvik A B Sponsored ADR (Sweden),U
SDVLF,SCIDEV LTD Ordinary Shares,U
SDVY,First Trust Exchange-Traded Fund VI First Trust SMID Cap Rising Dividend Achievers ETF,NASDAQ
SDWHF,Soundwill Holdings Ltd Ordinary Shares,U
SDWL,SHENGDA NETWORK TECHNOLOGY INC Common Stock,U
SDXAY,Sodexo American Depositary Shares,U
SDXEF,SDX ENERGY PLC Ordinary Shares  United Kingdom(GB ),U
SDXOF,Sodexo Ordinary Shares,U
SDY,SPDR S&P Dividend ETF,ARCA
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",NYSE
SEAC,"SeaChange International, Inc. Common Stock",NASDAQ
SEAH,Sports Entertainment Acquisition Corp.,NYSE
SEAH U,"Sports Entertainment Acquisition Corp. Units, each consisting of one share of Class A Common Stock,",NYSE
SEAH WS,"Sports Entertainment Acquisition Corp. Redeemable Warrants, each whole Warrant exercisable for one s",NYSE
SEAMF,XSPRING CAP PUB CO LTD Ordinary Shares,U
SEAOF,Seaco Ltd Ordinary Shares (Bermuda),U
SEAS,SEAWORLD ENTERTAINMENT INC,NYSE
SEAV,SEATECH VENTURES CORP Common Stock,U
SEB,Seaboard Corporation,AMEX
SEBC,Southeastern Banking Corp Ga Common Stock,U
SEBNF,"Seven Bank Ltd, Tokyo Ordinary Shares (Japan)",U
SEBYF,Seb Sa Ordinary Shares,U
SEBYY,SEB S.A. American Depositary Receipts - Unsponsored (France),U
SECCF,Serco Group plc Ordinary Shares,U
SECI,"Sector 10, Inc.  Common Stock",U
SECNF,SEC Carbon Ltd Ordinary Shares (Japan),U
SECO,Secoo Holding Limited ADR,NASDAQ
SECT,Main Sector Rotation ETF,BATS
SECTF,SSGA SPDR ETFS EUROPE II PLC Exchange Traded Fund S&P US CONSUMER STAPLS SEL SEC USD UCIT Ireland(IE),U
SECVY,Seche Environnement SA Unsponsored ADR (France),U
SECYF,"Secure Energy Svcs., Inc. Ordinary Shares (Canada)",U
SEDG,"SolarEdge Technologies, Inc. Common Stock",NASDAQ
SEDKF,Pt Sumber Energi Andalan Tbk Ordinary Shares (Indonesia),U
SEDN,"SED International Holdings, Inc. Common Stock",U
SEDO,SEEDO CORP.  Common Shares,U
SEE,Sealed Air Corp.,NYSE
SEED,Origin Agritech Limited Common Stock,NASDAQ
SEEK,"TheDirectory.com, Inc. Common Stock",U
SEEL,"Seelos Therapeutics, Inc. Common Stock",NASDAQ
SEEMF,Seeing Machines Ltd Ordinary Shares (Australia),U
SEER,"Seer, Inc. Class A Common Stock",NASDAQ
SEF,ProShares Short Financials,ARCA
SEGI,"Sycamore Entertainment Group, Inc. Common Stock",U
SEGSF,Sia Engineering Company Ltd Ordinary Shares,U
SEGSY,Sia Engineering Company Ltd Unsponsored ADR (Singapore),U
SEGXF,Segro PLC REIT Ordinary Shares,U
SEGYY,SPT Energy Group Inc Unsponsored ADR (Cayman Islands),U
SEHCF,Sweet Earth Holdings Corporation Common Stock (Canada),U
SEHKF,Seahawk Gold Corp Ordinary Shares,U
SEHLF,Solargiga Energy Holdings Ltd. Ordinary Shares (Cayman Islands),U
SEIBF,"Seibu Holdings Inc, Tokyo Ordinary Shares (Japan)",U
SEIC,SEI Investments Company Common Stock,NASDAQ
SEIGF,Semperit Ag Holding Ordinary Shares (Austria),U
SEIGY,Semperit AG Hldg Unsponsored ADR (Australia),U
SEII,Sharing Economy Int'l Common Stock,U
SEIL,"Seilon, Incorporated Unclassified",U
SEIX,Virtus SEIX Senior Loan ETF,ARCA
SEKEF,Seiko Epson Corp Suwa Ordinary Shares (Japan),U
SEKEY,Seiko Epson Corp Suwa Unsponsored ADR (Japan),U
SEKZF,Secova Metals Corp. Common Shares,U
SELB,"Selecta Biosciences, Inc. Common Stock",NASDAQ
SELF,"Global Self Storage, Inc. Common Stock",NASDAQ
SELR,Steele Oceanic Corp. Common Stock,U
SELSF,St Elias Mines Ltd Ordinary Shares,U
SEM,SELECT MEDICAL HOLDINGS CORP,NYSE
SEMHF,Siemens Healthineers AG NA O.N. Common Shares,U
SEMR,"SEMrush Holdings, Inc.",NYSE
SEMUF,Siem Industries Inc Ordinary Shares,U
SENEA,Seneca Foods Corp. Class A Common Stock,NASDAQ
SENEB,Seneca Foods Corp. Class B Common Stock,NASDAQ
SENEL,Seneca Foods Corp. Convertible Preferred Stock Series 2003,U
SENEM,Seneca Foods Corporation $12.00 Preferred Stock,U
SENFF,Sensera Ltd Ordinary Shares (Australia),U
SENIF,Sensirion AG ZUERICH Namen AKT (Switzerland),U
SENOF,SENSORION SA ACT. (France),U
SENR,Strategic Environmental & Energy Resources Inc Common Stock,U
SENS,"Senseonics Holdings, Inc.",AMEX
SENT,AdvisorShares Alpha DNA Equity Sentiment ETF,ARCA
SEOAY,Stora Enso Oyj Common Stock,U
